2017-04-10T09:51:16.529705,Dhtjzg gifted Wiqoyo a gift of type gift_essential worth 6
2017-04-10T09:51:16.529856,Dhtjzg gifted Wiqoyo a gift of type gift_utility worth 7
2017-04-10T09:51:16.529943,Dhtjzg gifted Wiqoyo a gift of type gift_essential worth 11
2017-04-10T09:51:16.530016,Dhtjzg gifted Wiqoyo a gift of type gift_luxury worth 11
2017-04-10T09:51:16.530091,Dhtjzg gifted Wiqoyo a gift of type gift_essential worth 13
2017-04-10T09:51:16.530162,*****************
2017-04-10T09:51:16.530809,Rytmjs gifted Asehnx a gift of type gift_luxury worth 40
2017-04-10T09:51:16.530889,Rytmjs gifted Asehnx a gift of type gift_luxury worth 22
2017-04-10T09:51:16.530966,Rytmjs gifted Asehnx a gift of type gift_luxury worth 11
2017-04-10T09:51:16.531037,*****************
2017-04-10T09:51:16.531425,Kpodvv gifted Kzrjki a gift of type gift_luxury worth 40
2017-04-10T09:51:16.531501,Kpodvv gifted Kzrjki a gift of type gift_luxury worth 22
2017-04-10T09:51:16.531575,Kpodvv gifted Kzrjki a gift of type gift_utility worth 20
2017-04-10T09:51:16.531647,*****************
2017-04-10T09:51:16.532021,Vjisah gifted Qugeuf a gift of type gift_essential worth 6
2017-04-10T09:51:16.532098,Vjisah gifted Qugeuf a gift of type gift_utility worth 7
2017-04-10T09:51:16.532172,Vjisah gifted Qugeuf a gift of type gift_essential worth 11
2017-04-10T09:51:16.532245,*****************
2017-04-10T09:51:16.532620,Yvxgna gifted Vbgliu a gift of type gift_essential worth 6
2017-04-10T09:51:16.532696,Yvxgna gifted Vbgliu a gift of type gift_utility worth 7
2017-04-10T09:51:16.532769,Yvxgna gifted Vbgliu a gift of type gift_essential worth 11
2017-04-10T09:51:16.532843,Yvxgna gifted Vbgliu a gift of type gift_luxury worth 11
2017-04-10T09:51:16.532919,Yvxgna gifted Vbgliu a gift of type gift_essential worth 13
2017-04-10T09:51:16.532992,Yvxgna gifted Vbgliu a gift of type gift_essential worth 13
2017-04-10T09:51:16.533065,Yvxgna gifted Vbgliu a gift of type gift_utility worth 20
2017-04-10T09:51:16.533137,*****************
2017-04-10T09:51:16.533505,Tlmnqq gifted Xkaykj a gift of type gift_essential worth 6
2017-04-10T09:51:16.533582,*****************
2017-04-10T09:51:16.533962,Abqlpb gifted Pcawaw a gift of type gift_luxury worth 22
2017-04-10T09:51:16.534038,Abqlpb gifted Pcawaw a gift of type gift_essential worth 13
2017-04-10T09:51:16.534109,*****************
2017-04-10T09:51:16.534464,Fpnfis gifted Oxyzja a gift of type gift_essential worth 6
2017-04-10T09:51:16.534540,Fpnfis gifted Oxyzja a gift of type gift_utility worth 7
2017-04-10T09:51:16.534614,Fpnfis gifted Oxyzja a gift of type gift_essential worth 11
2017-04-10T09:51:16.534688,Fpnfis gifted Oxyzja a gift of type gift_luxury worth 11
2017-04-10T09:51:16.534763,Fpnfis gifted Oxyzja a gift of type gift_essential worth 13
2017-04-10T09:51:16.534837,Fpnfis gifted Oxyzja a gift of type gift_essential worth 13
2017-04-10T09:51:16.534908,*****************
2017-04-10T09:51:16.535294,Bdulzb gifted Tuofly a gift of type gift_essential worth 6
2017-04-10T09:51:16.535371,Bdulzb gifted Tuofly a gift of type gift_utility worth 7
2017-04-10T09:51:16.535445,Bdulzb gifted Tuofly a gift of type gift_essential worth 11
2017-04-10T09:51:16.535520,Bdulzb gifted Tuofly a gift of type gift_luxury worth 11
2017-04-10T09:51:16.535593,*****************
